Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
female,group B,some college,standard,completed,56,77,76
female,group D,some college,standard,completed,61,72,71
male,group C,some high school,free/reduced,completed,76,79,81
male,group D,associate's degree,standard,none,77,68,64
male,group D,high school,free/reduced,none,59,61,51
male,group E,some college,free/reduced,none,71,54,56
male,group B,high school,standard,none,54,44,39
male,group A,some college,free/reduced,completed,66,66,63
male,group C,some college,standard,none,68,64,60
female,group C,some college,free/reduced,none,53,63,63
male,group E,associate's degree,standard,completed,80,66,72
male,group C,associate's degree,standard,none,78,74,72
female,group D,bachelor's degree,free/reduced,none,51,58,59
female,group E,master's degree,standard,none,81,83,87
male,group A,some high school,free/reduced,none,59,51,50
male,group D,bachelor's degree,free/reduced,none,64,60,65
female,group C,associate's degree,free/reduced,none,79,91,81
female,group E,high school,standard,none,90,96,97
male,group E,some college,standard,none,96,85,86
male,group D,high school,standard,none,70,63,56
female,group D,high school,standard,none,62,71,69
male,group D,some college,standard,completed,83,72,73
female,group D,high school,standard,none,55,71,70
male,group D,bachelor's degree,standard,none,65,62,56
female,group D,high school,free/reduced,none,76,81,82
male,group E,bachelor's degree,free/reduced,none,61,58,52
female,group E,some college,standard,completed,54,57,61
male,group E,some high school,free/reduced,none,77,66,61
male,group C,high school,standard,none,56,50,41
male,group A,some college,free/reduced,none,71,64,57
female,group D,some college,standard,completed,64,64,68
male,group C,associate's degree,free/reduced,none,68,66,58
male,group E,some high school,free/reduced,none,79,61,59
female,group C,high school,standard,none,63,63,59
female,group E,master's degree,free/reduced,none,76,81,83
male,group B,some high school,free/reduced,none,72,77,66
female,group E,some high school,standard,completed,62,70,66
male,group C,some high school,standard,none,51,45,41
male,group B,associate's degree,free/reduced,none,53,42,44
male,group D,bachelor's degree,free/reduced,none,62,57,55
female,group B,some high school,free/reduced,none,47,52,52
male,group B,high school,free/reduced,none,62,66,56
female,group D,master's degree,free/reduced,none,87,98,97
female,group C,associate's degree,standard,none,88,96,97
male,group D,high school,standard,none,85,85,75
male,group D,some high school,standard,none,47,45,38
male,group D,some high school,free/reduced,none,63,57,53
female,group B,bachelor's degree,standard,none,72,84,74
female,group C,some high school,free/reduced,completed,40,60,63
female,group E,high school,standard,none,67,70,66
female,group B,associate's degree,free/reduced,completed,64,89,82
female,group E,some high school,free/reduced,none,73,83,76
female,group E,high school,standard,completed,83,92,91
male,group E,associate's degree,standard,none,82,65,67
female,group E,bachelor's degree,free/reduced,none,70,84,71
male,group D,high school,standard,none,85,74,71
male,group D,some high school,free/reduced,none,53,48,50
female,group D,some college,standard,none,85,92,91
female,group E,some high school,free/reduced,none,57,54,49
female,group B,bachelor's degree,standard,none,72,78,80
female,group D,high school,standard,none,68,78,79
female,group D,some high school,free/reduced,completed,31,47,56
female,group C,high school,free/reduced,completed,53,69,71
male,group D,high school,free/reduced,completed,59,52,49
female,group B,some college,standard,none,74,72,72
male,group C,some college,standard,completed,65,65,67
female,group C,some college,standard,none,45,53,49
male,group B,associate's degree,standard,completed,79,69,74
female,group A,bachelor's degree,free/reduced,none,41,58,58
female,group E,high school,standard,none,64,74,67
male,group E,some high school,standard,none,50,43,38
male,group E,some college,free/reduced,completed,89,88,88
female,group D,associate's degree,standard,none,70,69,72
male,group C,associate's degree,standard,completed,77,74,77
male,group C,high school,standard,none,80,81,74
male,group C,some college,standard,completed,76,65,67
female,group C,associate's degree,standard,none,55,71,68
male,group D,high school,free/reduced,none,68,66,62
female,group D,master's degree,standard,none,83,92,91
male,group B,some high school,standard,none,76,79,75
male,group D,some high school,standard,none,56,59,56
female,group B,associate's degree,standard,completed,72,69,73
female,group D,bachelor's degree,standard,none,74,85,88
female,group B,bachelor's degree,standard,none,54,54,59
female,group E,some college,free/reduced,none,62,75,73
female,group D,some college,free/reduced,none,79,85,86
female,group D,associate's degree,standard,none,70,77,71
male,group A,bachelor's degree,standard,none,61,63,55
female,group D,associate's degree,standard,completed,65,84,83
female,group C,associate's degree,free/reduced,none,78,87,86
female,group E,some college,free/reduced,completed,81,87,94
female,group A,some high school,standard,none,42,55,47
male,group B,high school,standard,none,52,54,44
male,group C,some college,free/reduced,none,73,74,70
female,group D,some college,free/reduced,completed,69,70,81
male,group B,associate's degree,standard,completed,78,79,76
female,group C,high school,standard,none,61,82,73
female,group D,associate's degree,free/reduced,completed,62,81,89
male,group B,some college,standard,completed,87,83,82
male,group E,master's degree,free/reduced,completed,90,84,84
female,group C,associate's degree,standard,completed,89,92,94
male,group E,some college,free/reduced,completed,75,71,72
female,group C,high school,standard,none,50,67,66
male,group B,associate's degree,free/reduced,none,68,76,75
male,group D,some college,standard,completed,94,88,93
female,group B,high school,standard,none,88,89,89
female,group D,some college,free/reduced,none,69,71,69
female,group D,associate's degree,standard,completed,73,84,86
female,group E,high school,standard,completed,89,100,98
male,group C,some high school,standard,none,59,62,56
female,group E,some college,free/reduced,completed,98,100,98
male,group E,high school,standard,none,94,89,84
male,group B,high school,standard,none,59,61,61
female,group C,bachelor's degree,standard,none,74,76,70
female,group B,high school,standard,completed,82,92,86
female,group B,associate's degree,free/reduced,none,59,86,80
male,group E,bachelor's degree,standard,completed,89,74,77
male,group C,some college,standard,completed,76,82,83
male,group C,high school,standard,none,58,55,50
male,group C,some high school,standard,none,76,68,63
female,group C,some high school,free/reduced,completed,34,59,53
female,group D,some college,standard,none,76,86,90
male,group D,bachelor's degree,standard,completed,90,86,83
female,group E,associate's degree,standard,none,82,76,79
female,group A,some high school,standard,completed,64,73,74
female,group A,bachelor's degree,free/reduced,none,62,67,70
female,group D,high school,free/reduced,completed,59,77,74
male,group C,high school,standard,none,73,72,61
female,group D,associate's degree,free/reduced,completed,72,85,84
male,group E,master's degree,free/reduced,none,77,75,73
female,group B,high school,standard,none,69,65,65
female,group B,bachelor's degree,free/reduced,none,42,61,57
female,group D,associate's degree,standard,none,73,77,75
female,group C,some high school,free/reduced,none,59,79,71
male,group C,associate's degree,free/reduced,completed,68,82,82
female,group C,associate's degree,standard,none,56,63,57
male,group B,some college,standard,none,91,84,83
male,group E,bachelor's degree,free/reduced,none,77,66,65
male,group D,associate's degree,free/reduced,none,61,60,57
female,group C,associate's degree,free/reduced,completed,56,75,73
male,group D,some high school,standard,none,77,67,67
female,group E,some high school,standard,none,65,70,67
female,group A,high school,standard,none,55,69,67
female,group E,master's degree,standard,none,89,87,83
female,group C,high school,standard,none,77,83,79
male,group C,associate's degree,standard,none,77,78,70
male,group B,master's degree,free/reduced,completed,72,72,74
male,group D,associate's degree,standard,completed,89,90,89
male,group A,some college,standard,none,73,63,60
male,group C,associate's degree,standard,none,85,91,78
female,group B,some college,standard,none,76,82,77
female,group B,some college,standard,completed,74,79,79
male,group B,high school,standard,none,55,51,45
male,group E,bachelor's degree,standard,none,100,94,95
female,group B,high school,standard,none,36,42,42
male,group B,some college,standard,completed,88,73,79
female,group B,associate's degree,free/reduced,none,55,70,68
female,group C,some high school,standard,none,88,82,85
male,group A,associate's degree,standard,none,83,69,64
male,group C,some high school,free/reduced,none,46,38,26
male,group D,associate's degree,free/reduced,completed,52,47,57
male,group C,some college,free/reduced,none,68,67,61
female,group B,associate's degree,standard,none,78,81,74
female,group C,master's degree,standard,none,68,75,73
male,group B,high school,standard,completed,98,95,95
male,group C,bachelor's degree,standard,completed,86,89,93
female,group D,some college,free/reduced,none,58,73,73
female,group D,associate's degree,standard,completed,99,100,100
male,group B,some high school,free/reduced,completed,55,50,50
male,group C,some high school,standard,none,73,70,61
male,group E,associate's degree,standard,none,98,93,91
female,group D,some college,standard,completed,91,98,100
male,group C,bachelor's degree,standard,none,75,62,62
